
2020-3-24 13:38:58 :GET / - 3ms
2020-3-24 13:38:58 :GET /favicon.ico - 0ms
2020-3-24 13:38:58 :GET /mysql - 0ms
2020-3-24 13:38:58 :GET /mysql - 0ms
2020-3-24 13:57:32 :OPTIONS /user/ - 5ms
2020-3-24 13:57:32 :OPTIONS /user/ - 1ms
2020-3-24 13:57:32 :OPTIONS /user/ - 6ms
2020-3-24 13:57:32 :POST /user/ - 449ms
2020-3-24 13:57:32 :POST /user/ - 38ms
2020-3-24 13:57:32 :POST /user/ - 469ms
2020-3-24 13:57:32 :POST /user/ - 1010ms
2020-3-24 13:57:32 :POST /user/ - 1838ms
2020-3-24 13:57:32 :POST /user/ - 1952ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :POST /user/ - 11ms
2020-3-24 13:57:32 :POST /user/ - 12ms
2020-3-24 13:57:32 :POST /user/ - 12ms
2020-3-24 13:57:32 :POST /user/ - 17ms
2020-3-24 13:57:32 :POST /user/ - 8ms
2020-3-24 13:57:32 :POST /user/ - 24ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :OPTIONS /user/ - 1ms
2020-3-24 13:57:32 :POST /user/ - 13ms
2020-3-24 13:57:32 :POST /user/ - 21ms
2020-3-24 13:57:32 :POST /user/ - 34ms
2020-3-24 13:57:32 :POST /user/ - 168ms
2020-3-24 13:57:32 :POST /user/ - 63ms
2020-3-24 13:57:32 :POST /user/ - 1009ms
2020-3-24 13:57:32 :POST /user/ - 1073ms
2020-3-24 13:57:32 :POST /user/ - 54ms
2020-3-24 13:57:32 :POST /user/ - 574ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :OPTIONS /user/ - 1ms
2020-3-24 13:57:32 :POST /user/ - 16ms
2020-3-24 13:57:32 :POST /user/ - 18ms
2020-3-24 13:57:32 :POST /user/ - 19ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :POST /user/ - 12ms
2020-3-24 13:57:32 :POST /user/ - 13ms
2020-3-24 13:57:32 :POST /user/ - 12ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :POST /user/ - 21ms
2020-3-24 13:57:32 :POST /user/ - 57ms
2020-3-24 13:57:32 :POST /user/ - 44ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :OPTIONS /user/ - 1ms
2020-3-24 13:57:32 :POST /user/ - 54ms
2020-3-24 13:57:32 :POST /user/ - 14ms
2020-3-24 13:57:32 :POST /user/ - 60ms
2020-3-24 13:57:32 :POST /user/ - 1115ms
2020-3-24 13:57:32 :POST /user/ - 780ms
2020-3-24 13:57:32 :POST /user/ - 1255ms
2020-3-24 13:57:32 :POST /user/ - 14ms
2020-3-24 13:57:32 :POST /user/ - 47ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :OPTIONS /user/ - 1ms
2020-3-24 13:57:32 :POST /user/ - 24ms
2020-3-24 13:57:32 :POST /user/ - 22ms
2020-3-24 13:57:32 :POST /user/ - 1038ms
2020-3-24 13:57:32 :POST /user/ - 114ms
2020-3-24 13:57:32 :POST /user/ - 76ms
2020-3-24 13:57:32 :POST /user/ - 1728ms
2020-3-24 13:57:32 :POST /user/ - 11ms
2020-3-24 13:57:32 :POST /user/ - 10ms
2020-3-24 13:57:32 :POST /user/ - 15ms
2020-3-24 13:57:32 :OPTIONS /user/ - 1ms
2020-3-24 13:57:32 :POST /user/ - 41ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :POST /user/ - 14ms
2020-3-24 13:57:32 :POST /user/ - 16ms
2020-3-24 13:57:32 :POST /user/ - 14ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :OPTIONS /user/ - 1ms
2020-3-24 13:57:32 :POST /user/ - 31ms
2020-3-24 13:57:32 :POST /user/ - 26ms
2020-3-24 13:57:32 :POST /user/ - 1152ms
2020-3-24 13:57:32 :POST /user/ - 170ms
2020-3-24 13:57:32 :POST /user/ - 213ms
2020-3-24 13:57:32 :POST /user/ - 2295ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :OPTIONS /user/ - 1ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :POST /user/ - 67ms
2020-3-24 13:57:32 :POST /user/ - 71ms
2020-3-24 13:57:32 :POST /user/ - 37ms
2020-3-24 13:57:32 :POST /user/ - 26ms
2020-3-24 13:57:32 :POST /user/ - 24ms
2020-3-24 13:57:32 :POST /user/ - 11ms
2020-3-24 13:57:32 :POST /user/ - 46ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :POST /user/ - 7ms
2020-3-24 13:57:32 :OPTIONS /user/ - 1ms
2020-3-24 13:57:32 :POST /user/ - 8ms
2020-3-24 13:57:32 :OPTIONS /user/ - 1ms
2020-3-24 13:57:32 :POST /user/ - 6ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :POST /user/ - 8ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :POST /user/ - 16ms
2020-3-24 13:57:32 :POST /user/ - 14ms
2020-3-24 13:57:32 :POST /user/ - 56ms
2020-3-24 13:57:32 :POST /user/ - 66ms
2020-3-24 13:57:32 :POST /user/ - 29ms
2020-3-24 13:57:32 :POST /user/ - 26ms
2020-3-24 13:57:32 :POST /user/ - 27ms
2020-3-24 13:57:32 :POST /user/ - 1000ms
2020-3-24 13:57:32 :POST /user/ - 894ms
2020-3-24 13:57:32 :POST /user/ - 940ms
2020-3-24 13:57:32 :POST /user/ - 24ms
2020-3-24 13:57:32 :POST /user/ - 16ms
2020-3-24 13:57:32 :OPTIONS /user/ - 1ms
2020-3-24 13:57:32 :POST /user/ - 16ms
2020-3-24 13:57:32 :POST /user/ - 11ms
2020-3-24 13:57:32 :POST /user/ - 28ms
2020-3-24 13:57:32 :POST /user/ - 13ms
2020-3-24 13:57:32 :POST /user/ - 1169ms
2020-3-24 13:57:32 :POST /user/ - 1122ms
2020-3-24 13:57:32 :POST /user/ - 604ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :POST /user/ - 14ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :POST /user/ - 11ms
2020-3-24 13:57:32 :POST /user/ - 11ms
2020-3-24 13:57:32 :POST /user/ - 17ms
2020-3-24 13:57:32 :POST /user/ - 12ms
2020-3-24 13:57:32 :POST /user/ - 11ms
2020-3-24 13:57:32 :POST /user/ - 15ms
2020-3-24 13:57:32 :POST /user/ - 18ms
2020-3-24 13:57:32 :POST /user/ - 11ms
2020-3-24 13:57:32 :POST /user/ - 58ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :POST /user/ - 5ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :POST /user/ - 17ms
2020-3-24 13:57:32 :POST /user/ - 5ms
2020-3-24 13:57:32 :POST /user/ - 15ms
2020-3-24 13:57:32 :POST /user/ - 11ms
2020-3-24 13:57:32 :POST /user/ - 11ms
2020-3-24 13:57:32 :POST /user/ - 67ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :POST /user/ - 20ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :POST /user/ - 48ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :POST /user/ - 9ms
2020-3-24 13:57:32 :OPTIONS /user/ - 0ms
2020-3-24 13:57:32 :POST /user/ - 9ms
2020-3-24 13:57:32 :POST /user/ - 9ms
2020-3-24 13:57:32 :POST /user/ - 12ms
2020-3-24 13:57:32 :POST /user/ - 36ms
2020-3-24 13:57:32 :POST /user/ - 45ms
2020-3-24 13:57:32 :POST /user/ - 342ms
